"state","class","gender","age","paid","logpaid"
"STATE 15","C11","F",81,2330,7.75362354655975
"STATE 15","C6 ","M",81,2266,7.72577144158795
"STATE 06","C6 ","F",81,2203.94,7.69800194667176
"STATE 15","C6 ","F",81,2186.7,7.69014883705628
"STATE 17","C11","F",81,2144.46,7.67064305141646
"STATE 15","C11","M",81,1972.9,7.58725982050092
"STATE 04","C11","M",81,1949.14,7.57514352863636
"STATE 17","C6 ","F",81,1887.98,7.543262753429
"STATE 15","C6 ","M",81,1852.5,7.52429135717024
"STATE 15","C6 ","M",81,1834.35,7.51444547430349
"STATE 06","C1B","M",81,1765.83,7.47637611378969
"STATE 15","C6 ","M",81,1722.82,7.45171776212116
"STATE 15","C6 ","M",81,1705,7.44132038971762
"STATE 03","C11","M",81,1699.52,7.43810113723403
"STATE 15","C6 ","F",81,1595.28,7.37480454840144
"STATE 15","C6 ","M",81,1539.07,7.33893361688508
"STATE 17","C6 ","M",81,1494.41,7.30948675910101
"STATE 10","C1 ","M",81,1476.43,7.29738229064596
"STATE 02","C6 ","F",81,1465.95,7.29025877545295
"STATE 15","C6 ","F",81,1460.96,7.28684903286803
"STATE 15","C6 ","F",81,1460.2,7.28632869162199
"STATE 15","C11","M",81,1458.13,7.28491007183111
"STATE 04","C11","M",81,1371.66,7.22377696416393
"STATE 02","C11","M",81,1370.45,7.22289443204193
"STATE 04","C11","F",81,1349.86,7.20775616235117
"STATE 04","C11","M",81,1327.24,7.19085687705981
"STATE 15","C6 ","F",81,1256.02,7.13570327046824
"STATE 07","C6 ","F",81,1253.41,7.13362311605777
"STATE 15","C6 ","M",81,1216.32,7.10358518580088
"STATE 01","C6 ","M",81,1172.96,7.06728574747528
"STATE 15","F6 ","M",81,1119.52,7.02065530099759
"STATE 04","C11","F",81,1115.91,7.01742549452797
"STATE 12","C6 ","M",81,1077.66,6.98254730283343
"STATE 02","C6 ","M",81,1072.24,6.97750519717024
"STATE 02","C11","M",81,1064.77,6.97051409237896
"STATE 02","C1 ","M",81,1051.47,6.95794446406528
"STATE 03","C11","M",81,1025.02,6.93246740357727
"STATE 02","C6 ","F",81,1018.5,6.92608623566686
"STATE 15","C11","M",81,990.07,6.89777564769972
"STATE 01","F11","M",81,988.75,6.89644151908186
"STATE 15","C11","M",81,987.73,6.89540938104803
"STATE 10","C6 ","F",81,987,6.89467003943348
"STATE 15","C11","F",81,966.85,6.8740433644966
"STATE 15","C6 ","F",81,961.55,6.86854656575686
"STATE 03","C6 ","M",81,924.61,6.82937202698342
"STATE 06","C11","F",81,904.84,6.80775813248964
"STATE 15","C6 ","F",81,887.04,6.78789007712143
"STATE 03","F6 ","M",81,856.26,6.75257406834035
"STATE 01","C11","M",81,853.88,6.7497906686929
"STATE 15","C6 ","F",81,822.2,6.71198367446378
"STATE 15","C1 ","M",81,782.44,6.66241724215816
"STATE 02","C11","F",81,729.32,6.592112593171
"STATE 15","C6 ","F",81,706.22,6.55992680368233
"STATE 15","C1 ","F",81,700,6.5510803350434
"STATE 04","C11","M",81,699.49,6.55035149807769
"STATE 17","F6 ","F",81,677.76,6.51879324297299
"STATE 14","C1 ","M",81,646.17,6.47106262705737
"STATE 02","C11","M",81,629.84,6.44546581887621
"STATE 15","C11","F",81,604.75,6.40481514949014
"STATE 02","C11","M",81,601.23,6.39897755683345
"STATE 15","C11","F",81,596.32,6.39077743573095
"STATE 04","C6 ","F",81,563.78,6.33466410447862
"STATE 15","C6 ","F",81,563.58,6.33430929323448
"STATE 03","C11","M",81,527.81,6.26873637046041
"STATE 02","F6 ","M",81,500.37,6.21534782475719
"STATE 15","C1B","M",81,492.56,6.19961628060295
"STATE 15","C11","M",81,477.96,6.16952704698155
"STATE 04","C11","M",81,459,6.12905021006055
"STATE 14","F6 ","M",81,414.34,6.02668689281774
"STATE 03","C11","M",81,408.9,6.0134706273706
"STATE 04","C11","F",81,407.66,6.01043349365558
"STATE 17","C6 ","M",81,397.99,5.98642687934064
"STATE 03","C11","F",81,397.51,5.98522009101065
"STATE 15","C11","F",81,380,5.94017125272043
"STATE 14","C1 ","M",81,377.36,5.93319963897601
"STATE 02","C11","F",81,368.93,5.91060692414783
"STATE 15","C6 ","M",81,356.25,5.87563273158286
"STATE 15","C11","F",81,329.98,5.7990320465633
"STATE 15","C1 ","M",81,319.67,5.76728921368964
"STATE 15","C6 ","F",81,317.56,5.76066677685691
"STATE 13","C1 ","M",81,309.39,5.73460261699609
"STATE 06","C6 ","M",81,297.49,5.69538061097536
"STATE 15","C6 ","F",81,294.84,5.68643283632109
"STATE 17","C6 ","M",81,279.1,5.63157014054228
"STATE 15","C1B","F",81,244.4,5.49880622729744
"STATE 03","C11","F",81,201.81,5.30732666070562
"STATE 15","C6 ","F",81,200,5.29831736654804
"STATE 04","F6 ","M",81,196,5.27811465923052
"STATE 17","F6 ","M",81,176.07,5.17088164323835
"STATE 10","F6 ","F",81,169.5,5.1328529268205
"STATE 15","C11","M",81,161.43,5.08407161216944
"STATE 17","F6 ","F",81,154.75,5.04181091156471
"STATE 11","C11","M",81,146.11,4.98435976268399
"STATE 15","C6 ","M",81,79.59,4.37688845681776
"STATE 15","C6 ","M",80,28083.99,10.2429549420624
"STATE 15","C6 ","M",80,15566.84,9.65289828983053
"STATE 15","C11","F",80,13193.1,9.4874492446322
"STATE 03","C6 ","F",80,9811.3,9.19129006161864
"STATE 02","F6 ","F",80,8493.76,9.04708705523504
"STATE 15","C11","M",80,6132.24,8.72131537816905
"STATE 15","C6 ","M",80,5037.9,8.52474460756907
"STATE 03","C11","M",80,4885.08,8.49394094100604
"STATE 15","C6 ","F",80,3978.09,8.28855708359238
"STATE 15","C6 ","F",80,3846.07,8.25480712671112
"STATE 17","F6 ","M",80,3809.83,8.2453398477027
"STATE 06","C1 ","M",80,3334.21,8.11199104872964
"STATE 02","C11","M",80,3222.66,8.07796238447294
"STATE 03","C11","F",80,2997.83,8.00564397258514
"STATE 14","F6 ","M",80,2750,7.91935619066062
"STATE 02","C6 ","M",80,2607.81,7.86626606763192
"STATE 13","C11","M",80,2511.41,7.82859962738973
"STATE 17","C11","M",80,2254.87,7.72084760060757
"STATE 15","C6 ","M",80,2179.51,7.68685535987623
"STATE 13","C6 ","F",80,2149.17,7.67283700007494
"STATE 15","C6 ","M",80,1975,7.58832367733522
"STATE 17","C6 ","F",80,1897.85,7.54847694548831
"STATE 02","C6 ","M",80,1857.92,7.52721286139621
"STATE 15","C6 ","F",80,1697.72,7.4370414533916
"STATE 01","F6 ","M",80,1619.1,7.38962571829271
"STATE 02","C11","F",80,1513.56,7.3222197708871
"STATE 04","C11","F",80,1500.65,7.31365362656186
"STATE 07","C6 ","M",80,1488.14,7.30528229698873
"STATE 15","C11","M",80,1442.94,7.27443797786782
"STATE 15","C6 ","M",80,1437.68,7.27078598222377
"STATE 15","C6 ","M",80,1350.04,7.20788950062316
"STATE 04","C6 ","F",80,1237.06,7.12049287566243
"STATE 14","C6 ","M",80,1200,7.09007683577609
"STATE 15","C6 ","M",80,1122.33,7.02316216048558
"STATE 02","F6 ","M",80,1113.38,7.01515571259184
"STATE 15","C1 ","M",80,1082.25,6.98679748632209
"STATE 06","C6 ","F",80,1059.58,6.96562788217259
"STATE 17","C11","M",80,1037.14,6.9442222039388
"STATE 14","C6 ","F",80,1000.03,6.90778527853215
"STATE 17","C11","M",80,957.72,6.86455545967592
"STATE 12","C11","F",80,954.6,6.8612924045718
"STATE 14","F6 ","M",80,953.15,6.85977228895999
"STATE 12","C6 ","M",80,917.88,6.82206666312177
"STATE 02","C6 ","M",80,903.93,6.80675192376572
"STATE 02","C11","M",80,870.6,6.7691826291182
"STATE 15","C6 ","F",80,860.34,6.757327659955
"STATE 15","C6 ","M",80,849.68,6.74485980801328
"STATE 01","C6 ","F",80,846.97,6.74166527489845
"STATE 02","C6 ","M",80,842.8,6.73672968193003
"STATE 02","C6 ","F",80,818.55,6.70753448230035
"STATE 10","C11","M",80,787.62,6.66901574004337
"STATE 04","C6 ","M",80,783.6,6.66389868607039
"STATE 17","F6 ","F",80,766.4,6.64170422665665
"STATE 17","C11","F",80,743.42,6.611261160918
"STATE 03","C1 ","M",80,706.58,6.56043642996743
"STATE 15","C6 ","F",80,703.76,6.55643738894442
"STATE 02","C6 ","F",80,677.88,6.51897028112517
"STATE 02","C1 ","F",80,673.76,6.51287396441362
"STATE 15","C6 ","F",80,663.17,6.49703136757478
"STATE 15","C11","M",80,640.4,6.46209298112256
"STATE 02","F6 ","M",80,633.48,6.45122842862353
"STATE 14","F6 ","M",80,619.06,6.42820219852025
"STATE 01","F1 ","F",80,605.43,6.40593894937373
"STATE 07","C6 ","F",80,600,6.39692965521615
"STATE 06","C2 ","M",80,544.9,6.30060229158905
"STATE 15","C6 ","F",80,497.35,6.20929400359842
"STATE 02","C11","F",80,465.45,6.1430046795625
"STATE 15","C6 ","M",80,454.65,6.11952789217192
"STATE 06","C1B","F",80,419.18,6.03830042194501
"STATE 04","C11","F",80,408.73,6.01305479135076
"STATE 15","C6 ","F",80,399.29,5.98968796992888
"STATE 15","C11","M",80,371.6,5.91781800693968
"STATE 15","C6 ","M",80,370.79,5.91563586461175
"STATE 17","C11","F",80,366.19,5.9031523243853
"STATE 03","C11","F",80,342.08,5.83504462783668
"STATE 03","C11","M",80,312.58,5.74486043641405
"STATE 15","C11","M",80,308.7,5.73236993150811
"STATE 17","C11","M",80,298.62,5.69917186209852
"STATE 02","C11","M",80,220,5.39362754635236
"STATE 15","C6 ","M",80,220,5.39362754635236
"STATE 12","C6 ","M",80,208.85,5.34161629094318
"STATE 02","C6 ","F",80,206.05,5.32811885778483
"STATE 15","C6 ","M",80,189.06,5.24206442499724
"STATE 15","C11","F",80,175,5.16478597392351
"STATE 15","C6 ","M",80,160.2,5.07642303463426
"STATE 17","C11","F",80,133.75,4.89597238577612
"STATE 15","C2 ","M",80,130.94,4.87473920301295
"STATE 15","C1 ","F",80,105.5,4.65871095291612
"STATE 15","C6 ","M",80,81.24,4.39740773671218
"STATE 15","C6 ","F",80,75,4.31748811353631
"STATE 02","C6 ","M",80,65.84,4.18722755636881
"STATE 15","C6 ","F",80,35.45,3.56812325297814
"STATE 02","C6 ","M",80,35,3.55534806148941
"STATE 12","C1B","F",80,25,3.2188758248682
"STATE 15","F11","M",79,23015.61,10.0439279603537
"STATE 12","C1 ","F",79,9526.8,9.16186415851907
"STATE 12","C6 ","F",79,8323.31,9.02681529123774
"STATE 15","C6 ","M",79,7085.35,8.86578455104578
"STATE 15","C1 ","F",79,6857.5,8.83309822281176
"STATE 15","C1 ","F",79,6751.49,8.81751850024766
"STATE 04","C11","M",79,6419.37,8.76707526102774
"STATE 17","C6 ","F",79,6291.84,8.74700883473851
"STATE 10","F6 ","M",79,5999.42,8.699418076871
"STATE 15","C6 ","M",79,5601.33,8.63075934852458
"STATE 15","C6 ","M",79,5502.07,8.6128796640499
"STATE 15","C6 ","F",79,5262.48,8.56835767750836
"STATE 15","C6 ","M",79,4921.14,8.50129548996343
"STATE 15","C11","M",79,4904.64,8.49793697481054
"STATE 14","C6 ","M",79,4096.58,8.31790775825729
"STATE 02","C11","M",79,3749.91,8.22948711867645
"STATE 02","C1 ","M",79,3708.88,8.21848522323204
"STATE 14","F6 ","M",79,3471.25,8.15227003862101
"STATE 15","C6 ","M",79,3334.65,8.11212300531611
"STATE 15","C6 ","F",79,3126.33,8.04761507162851
"STATE 15","C11","F",79,3009.29,8.00945944952009
"STATE 15","C1 ","M",79,2458.07,7.80713176815823
"STATE 04","C6 ","M",79,2425.62,7.79384244079665
"STATE 06","C1 ","M",79,2360.95,7.76681935939409
"STATE 15","C6 ","M",79,2360.87,7.76678547415492
"STATE 15","C6 ","M",79,2173.7,7.68418606367882
"STATE 02","C11","M",79,2011.26,7.60651667032655
"STATE 15","F6 ","M",79,1954.97,7.57813012703318
"STATE 04","C11","F",79,1937.14,7.56896793751173
"STATE 06","C1 ","F",79,1764.25,7.47548094988094
"STATE 15","C6 ","F",79,1755.95,7.47076529998558
"STATE 01","F6 ","M",79,1724.86,7.45290116675157
"STATE 17","F6 ","M",79,1690.5,7.43277962214794
"STATE 04","C11","M",79,1614,7.38647084882989
"STATE 17","C11","F",79,1515.02,7.32318391917646
"STATE 15","C6 ","F",79,1445.35,7.2761067857502
"STATE 04","C11","M",79,1443.65,7.27492990780197
"STATE 17","C11","M",79,1433.45,7.26783940504996
"STATE 14","C1 ","M",79,1404.12,7.24716605101887
"STATE 15","C6 ","F",79,1288.76,7.1614357947579
"STATE 15","C6 ","F",79,1279.43,7.15416994523261
"STATE 15","C11","M",79,1271.81,7.14819636167392
"STATE 02","C6 ","M",79,1250,7.13089883029635
"STATE 17","C6 ","M",79,1176.91,7.07064763874615
"STATE 15","C1 ","M",79,1170.56,7.06523754576245
"STATE 15","C6 ","M",79,1160.63,7.05671824012139
"STATE 15","C6 ","M",79,1113.92,7.01564060462307
"STATE 04","C6 ","F",79,1098.37,7.00158254162629
"STATE 15","C6 ","M",79,1051.93,6.95838185115982
"STATE 15","C6 ","M",79,1048.32,6.95494416178459
"STATE 15","C6 ","F",79,998.28,6.9060337980838
"STATE 15","C11","M",79,987.19,6.89486252344017
"STATE 15","C6 ","F",79,959.81,6.86673534820713
"STATE 17","C11","F",79,928.81,6.83390419690626
"STATE 04","C11","F",79,914.62,6.81850867846792
"STATE 02","C11","F",79,897.41,6.79951283678267
"STATE 15","C6 ","F",79,891.44,6.7928381327388
"STATE 15","C6 ","F",79,853.46,6.74929867528974
"STATE 15","C1B","M",79,830.26,6.72173890474921
"STATE 02","C11","F",79,821.48,6.71110759147189
"STATE 02","C6 ","M",79,821,6.71052310945243
"STATE 12","C6 ","M",79,818.79,6.70782764071793
"STATE 17","C11","F",79,796.55,6.6802899020189
"STATE 15","C11","F",79,779.25,6.65833191864745
"STATE 06","C6 ","M",79,773.72,6.6512100510339
"STATE 04","C11","F",79,705.2,6.55848145052371
"STATE 06","C11","F",79,659,6.49072353450251
"STATE 02","C11","M",79,658.98,6.49069318502831
"STATE 15","C6 ","M",79,651.57,6.47938483515234
"STATE 01","F6 ","M",79,646.79,6.47202166685369
"STATE 03","C11","F",79,616.53,6.42410698322094
"STATE 15","C6 ","M",79,603.09,6.4020664393213
"STATE 15","C6 ","M",79,600.83,6.3983120326254
"STATE 03","C11","F",79,586.25,6.37374631976049
"STATE 17","C6 ","F",79,584.61,6.37094495824415
"STATE 12","C6 ","M",79,557.96,6.32428727522403
"STATE 15","F6 ","M",79,525,6.26339826259162
"STATE 02","C6 ","M",79,485.9,6.18600284141186
"STATE 04","C11","M",79,481,6.17586727010576
"STATE 15","C6 ","M",79,466.8,6.1459009004124
"STATE 02","C11","M",79,457.64,6.12608284883274
"STATE 07","C11","F",79,450.11,6.10949199733713
"STATE 15","C6 ","F",79,437.03,6.08000184262488
"STATE 02","C11","M",79,417.04,6.03318214045985
"STATE 15","C6 ","M",79,403.97,6.00134061777819
"STATE 15","C6 ","F",79,399.9,5.99121451585277
"STATE 15","C11","F",79,395.01,5.97891108103636
"STATE 15","C6 ","F",79,371.63,5.91789873565089
"STATE 15","C11","F",79,365.5,5.90126627918983
"STATE 02","C6 ","M",79,363.93,5.89696154145094
"STATE 15","C6 ","M",79,355,5.87211778947542
"STATE 10","C11","F",79,319.48,5.76669467404919
"STATE 15","C6 ","M",79,317.5,5.76047781833275
"STATE 03","C11","F",79,302.45,5.71191597455292
"STATE 15","C6 ","M",79,300,5.7037824746562
"STATE 02","C6 ","M",79,299.63,5.70254838014139
"STATE 15","C1 ","M",79,297.28,5.69467445562547
"STATE 14","C6 ","M",79,295.27,5.68789019198734
"STATE 15","C6 ","M",79,280.05,5.63496815865584
"STATE 03","C11","M",79,275.43,5.61833351282372
"STATE 15","C11","M",79,233.42,5.45283940598421
"STATE 06","C6 ","F",79,218.48,5.38669447716545
"STATE 01","C6 ","M",79,196.81,5.28223879633535
"STATE 15","C6 ","M",79,146.56,4.98743490092582
"STATE 15","C6 ","M",79,115.61,4.75022245768723
"STATE 15","C11","F",79,100,4.60517018598809
"STATE 13","C11","M",79,94.5,4.5485998344997
"STATE 15","C6 ","M",79,50,3.91202300542815
"STATE 02","C11","F",79,37.9,3.63495111208838
"STATE 03","C11","F",78,21986.1,9.99816571447741
"STATE 15","C6 ","F",78,15128.09,9.62430855955381
"STATE 15","C6 ","F",78,14651.31,9.59228503024272
"STATE 15","C11","M",78,13068.69,9.47797457206167
"STATE 03","C11","M",78,10661.97,9.27443848364774
"STATE 02","C11","M",78,6754.81,8.81801012268562
"STATE 15","C11","M",78,6308.16,8.74959931237761
"STATE 12","C1 ","M",78,5071.99,8.53148852450629
"STATE 15","C1 ","F",78,4911.64,8.49936317723886
"STATE 15","C6 ","F",78,4894.66,8.49590009392099
"STATE 10","C1 ","M",78,4869.12,8.49066850159681
"STATE 15","C11","M",78,4809.52,8.47835256602045
"STATE 12","C6 ","M",78,4602.83,8.43442661069985
"STATE 06","C6 ","M",78,4502.15,8.41231033943673
"STATE 06","C1 ","M",78,4335.74,8.37464757822199
"STATE 07","C6 ","F",78,4114.24,8.32220940589588
"STATE 04","C6 ","M",78,4033.65,8.30242695223148
"STATE 06","C6 ","M",78,3611.65,8.19192001061704
"STATE 15","C11","F",78,3604.81,8.19002434375314
"STATE 17","C6 ","M",78,3404.67,8.13290329758737
"STATE 15","C11","M",78,3057.71,8.02542154876772
"STATE 03","F6 ","F",78,3045.7,8.02148603878195
"STATE 04","F6 ","M",78,2983.13,8.00072836385346
"STATE 17","C11","F",78,2884.46,7.96709298637944
"STATE 15","C1 ","F",78,2805.09,7.93919090300356
"STATE 02","C6 ","F",78,2742.24,7.91653038364426
"STATE 15","C6 ","F",78,2591.33,7.85992653640415
"STATE 07","C6 ","M",78,2536.93,7.83870996757495
"STATE 15","C6 ","M",78,2529.89,7.83593110251549
"STATE 15","C6 ","F",78,2497.72,7.82313359473127
"STATE 15","C11","M",78,2473.5,7.81338943066776
"STATE 15","C11","M",78,2419.75,7.7914195080292
"STATE 15","C1 ","M",78,2382.7,7.7759895774406
"STATE 02","C11","M",78,2272.12,7.72846859534769
"STATE 15","C6 ","M",78,2266.97,7.72619941707193
"STATE 07","C11","F",78,2189.59,7.69146959067183
"STATE 15","F6 ","F",78,2008.04,7.60491440093194
"STATE 02","F6 ","M",78,1917.5,7.55877753324141
"STATE 17","C6 ","F",78,1897.25,7.54816074828402
"STATE 15","C6 ","F",78,1858.52,7.5275357510461
"STATE 06","C11","F",78,1830.94,7.5125847751589
"STATE 03","C6 ","M",78,1800.65,7.49590298981044
"STATE 15","C6 ","M",78,1712.42,7.44566285371672
"STATE 17","C6 ","M",78,1672.67,7.4221764310821
"STATE 06","C11","M",78,1658.12,7.41343970943325
"STATE 15","C11","M",78,1625.13,7.39334309156401
"STATE 14","F11","M",78,1597.37,7.37611380578859
"STATE 15","C6 ","F",78,1502.91,7.31515850772056
"STATE 06","C6 ","M",78,1465.08,7.28966512746876
"STATE 04","C11","M",78,1389.18,7.23646892399116
"STATE 07","C11","F",78,1356.31,7.21252305594156
"STATE 10","C11","M",78,1347.74,7.20618439453055
"STATE 14","C6 ","M",78,1321.88,7.1868102447334
"STATE 01","F6 ","M",78,1321.7,7.18667406576376
"STATE 04","C11","M",78,1308,7.17625453201714
"STATE 12","C6 ","M",78,1307.37,7.17577276460971
"STATE 17","C11","M",78,1305,7.17395831975679
"STATE 02","C11","F",78,1303.88,7.1730997137122
"STATE 15","C1 ","M",78,1294.47,7.16585662395202
"STATE 17","C6 ","F",78,1290.15,7.1625137696656
"STATE 15","C6 ","F",78,1281.3,7.15563046651553
"STATE 06","C6 ","M",78,1277.87,7.15294990832375
"STATE 04","C11","M",78,1233.72,7.11778927434263
"STATE 02","C6 ","F",78,1135,7.0343879299155
"STATE 15","C11","F",78,1109.37,7.01154756561137
"STATE 12","C6 ","F",78,1077.95,6.98281636820402
"STATE 17","C11","F",78,1072.58,6.97782224009491
"STATE 15","C6 ","M",78,1070.04,6.97545130993479
"STATE 17","C11","M",78,1002.7,6.91045164052988
"STATE 15","C6 ","M",78,981.86,6.88944873199949
"STATE 15","C6 ","M",78,980.83,6.88839915198986
"STATE 04","C11","M",78,958.41,6.86527566136351
"STATE 04","C11","M",78,954.54,6.8612295490452
"STATE 15","C6 ","M",78,929.82,6.8349910190273
"STATE 12","C6 ","M",78,843.98,6.73812879763272
"STATE 15","C11","M",78,817.62,6.70639768098978
"STATE 15","C6 ","F",78,774.78,6.65257911808662
"STATE 02","C6 ","F",78,766.39,6.64169117855482
"STATE 17","C6 ","M",78,728.2,6.59057573574133
"STATE 15","F6 ","F",78,712,6.56807791141198
"STATE 02","C11","M",78,699.5,6.55036579410554
"STATE 07","C6 ","F",78,695.16,6.54414203489653
"STATE 15","C6 ","F",78,647.34,6.4728716587913
"STATE 07","C6 ","F",78,640.23,6.46182748679399
"STATE 17","C11","M",78,636.65,6.45622005401944
"STATE 02","C11","F",78,634.48,6.45280576577506
"STATE 03","C1 ","F",78,614.62,6.42100419065732
"STATE 13","C6 ","F",78,603.23,6.40229855020503
"STATE 17","C11","F",78,601.69,6.39974236251034
"STATE 02","C1B","F",78,549.12,6.30831699685954
"STATE 17","F6 ","M",78,532.49,6.27756411806452
"STATE 12","C1 ","M",78,523,6.25958146406492
"STATE 15","C6 ","F",78,500,6.21460809842219
"STATE 02","C11","F",78,485.1,6.18435505525117
"STATE 01","C6 ","M",78,484.76,6.18365392310029
"STATE 04","C6 ","F",78,477.84,6.16927594842405
"STATE 15","C6 ","M",78,475,6.16331480403464
"STATE 15","C6 ","M",78,475,6.16331480403464
"STATE 03","C6 ","F",78,471.52,6.15596151898938
"STATE 15","C11","F",78,463.96,6.13979834161367
"STATE 02","C11","M",78,462.93,6.13757585475122
"STATE 04","C11","F",78,460.22,6.13170463602243
"STATE 15","C6 ","F",78,446.74,6.10197676990541
"STATE 15","C11","M",78,439.89,6.0865246956571
"STATE 17","C6 ","F",78,430.38,6.0646685393664
"STATE 02","C6 ","F",78,429.28,6.06210938667731
"STATE 15","C6 ","F",78,388.71,5.96283356430883
"STATE 10","F6 ","M",78,357.29,5.87854777695228
"STATE 17","C6 ","F",78,353.7,5.86844909621144
"STATE 14","F11","M",78,353.51,5.86791177347965
"STATE 15","C11","M",78,338.47,5.82443546213232
"STATE 02","F6 ","F",78,327.13,5.79035764541061
"STATE 15","C6 ","M",78,316.93,5.75868092930364
"STATE 02","C11","F",78,276.67,5.62282546024273
"STATE 15","C6 ","M",78,224.7,5.41476617919128
"STATE 02","C11","M",78,169.67,5.13385537405485
